"StichtagDatJahr","QuarSort","QuarLang","KreisSort","KreisLang","HHtypSort","HHtypLang","AnzHH","AnzBestWir"
2013,102,"Wipkingen",10,"Kreis 10",14,"Generationenhaushalt",26,136
2013,111,"Affoltern",11,"Kreis 11",1,"Einpersonenhaushalt",3900,3900
2013,111,"Affoltern",11,"Kreis 11",4,"Zweipersonenhaushalt",1283,2566
2013,111,"Affoltern",11,"Kreis 11",5,"Ehepaar ohne Kinder",1771,3542
2013,111,"Affoltern",11,"Kreis 11",6,"Eingetragenes Paar ohne Kinder",25,50
2013,111,"Affoltern",11,"Kreis 11",7,"Ein-Elternhaushalt",603,1480
2013,111,"Affoltern",11,"Kreis 11",8,"Ehepaar mit Kinder",2211,8346
2013,111,"Affoltern",11,"Kreis 11",10,"Paar mit Kindern",179,634
2013,111,"Affoltern",11,"Kreis 11",11,"Patchwork-Haushalt",66,231
2013,111,"Affoltern",11,"Kreis 11",12,"Wohngemeinschaft ohne Kinder",535,1856
2013,111,"Affoltern",11,"Kreis 11",13,"Wohngemeinschaft mit Kindern",245,1279
2013,111,"Affoltern",11,"Kreis 11",14,"Generationenhaushalt",104,525
2013,115,"Oerlikon",12,"Kreis 12",1,"Einpersonenhaushalt",4806,4806
2013,115,"Oerlikon",12,"Kreis 12",4,"Zweipersonenhaushalt",1666,3332
2013,115,"Oerlikon",12,"Kreis 12",5,"Ehepaar ohne Kinder",1286,2572
2013,115,"Oerlikon",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",34,68
2013,115,"Oerlikon",12,"Kreis 12",7,"Ein-Elternhaushalt",382,921
2013,115,"Oerlikon",12,"Kreis 12",8,"Ehepaar mit Kinder",1302,4838
2013,115,"Oerlikon",12,"Kreis 12",10,"Paar mit Kindern",132,471
2013,115,"Oerlikon",12,"Kreis 12",11,"Patchwork-Haushalt",45,154
2013,115,"Oerlikon",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",655,2231
2013,115,"Oerlikon",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",133,652
2013,115,"Oerlikon",12,"Kreis 12",14,"Generationenhaushalt",31,158
2013,115,"Oerlikon",12,"Kreis 12",15,"Familien-Verbund",1,5
2013,119,"Seebach",12,"Kreis 12",1,"Einpersonenhaushalt",4489,4489
2013,119,"Seebach",12,"Kreis 12",4,"Zweipersonenhaushalt",1449,2898
2013,119,"Seebach",12,"Kreis 12",5,"Ehepaar ohne Kinder",1581,3162
2013,119,"Seebach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",40,80
2013,119,"Seebach",12,"Kreis 12",7,"Ein-Elternhaushalt",536,1334
2013,119,"Seebach",12,"Kreis 12",8,"Ehepaar mit Kinder",1793,6759
2013,119,"Seebach",12,"Kreis 12",10,"Paar mit Kindern",112,402
2013,119,"Seebach",12,"Kreis 12",11,"Patchwork-Haushalt",63,219
2013,119,"Seebach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",644,2223
2013,119,"Seebach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",206,1096
2013,119,"Seebach",12,"Kreis 12",14,"Generationenhaushalt",76,417
2013,121,"Saatlen",12,"Kreis 12",1,"Einpersonenhaushalt",894,894
2013,121,"Saatlen",12,"Kreis 12",4,"Zweipersonenhaushalt",278,556
2013,121,"Saatlen",12,"Kreis 12",5,"Ehepaar ohne Kinder",433,866
2013,121,"Saatlen",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",4,8
2013,121,"Saatlen",12,"Kreis 12",7,"Ein-Elternhaushalt",234,623
2013,121,"Saatlen",12,"Kreis 12",8,"Ehepaar mit Kinder",719,2969
2013,121,"Saatlen",12,"Kreis 12",10,"Paar mit Kindern",47,173
2013,121,"Saatlen",12,"Kreis 12",11,"Patchwork-Haushalt",21,73
2013,121,"Saatlen",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",132,440
2013,121,"Saatlen",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",72,377
2013,121,"Saatlen",12,"Kreis 12",14,"Generationenhaushalt",30,172
2013,121,"Saatlen",12,"Kreis 12",15,"Familien-Verbund",1,4
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",1,"Einpersonenhaushalt",2406,2406
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",4,"Zweipersonenhaushalt",680,1360
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",5,"Ehepaar ohne Kinder",787,1574
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",10,20
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",7,"Ein-Elternhaushalt",269,627
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",8,"Ehepaar mit Kinder",766,2895
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",10,"Paar mit Kindern",61,224
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",11,"Patchwork-Haushalt",23,78
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",333,1136
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",98,499
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",14,"Generationenhaushalt",33,176
2013,122,"Schwamendingen-Mitte",12,"Kreis 12",15,"Familien-Verbund",1,4
2013,123,"Hirzenbach",12,"Kreis 12",1,"Einpersonenhaushalt",1939,1939
2013,123,"Hirzenbach",12,"Kreis 12",4,"Zweipersonenhaushalt",445,890
2013,123,"Hirzenbach",12,"Kreis 12",5,"Ehepaar ohne Kinder",725,1450
2013,123,"Hirzenbach",12,"Kreis 12",6,"Eingetragenes Paar ohne Kinder",2,4
2013,123,"Hirzenbach",12,"Kreis 12",7,"Ein-Elternhaushalt",349,860
2013,123,"Hirzenbach",12,"Kreis 12",8,"Ehepaar mit Kinder",999,3844
2013,123,"Hirzenbach",12,"Kreis 12",10,"Paar mit Kindern",46,167
2013,123,"Hirzenbach",12,"Kreis 12",11,"Patchwork-Haushalt",38,120
2013,123,"Hirzenbach",12,"Kreis 12",12,"Wohngemeinschaft ohne Kinder",206,716
2013,123,"Hirzenbach",12,"Kreis 12",13,"Wohngemeinschaft mit Kindern",111,626
2013,123,"Hirzenbach",12,"Kreis 12",14,"Generationenhaushalt",33,172
2014,11,"Rathaus",1,"Kreis 1",1,"Einpersonenhaushalt",1133,1133
2014,11,"Rathaus",1,"Kreis 1",4,"Zweipersonenhaushalt",278,556
2014,11,"Rathaus",1,"Kreis 1",5,"Ehepaar ohne Kinder",175,350
2014,11,"Rathaus",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",11,22
2014,11,"Rathaus",1,"Kreis 1",7,"Ein-Elternhaushalt",54,127
2014,11,"Rathaus",1,"Kreis 1",8,"Ehepaar mit Kinder",106,391
2014,11,"Rathaus",1,"Kreis 1",10,"Paar mit Kindern",22,78
2014,11,"Rathaus",1,"Kreis 1",11,"Patchwork-Haushalt",6,18
2014,11,"Rathaus",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",76,276
2014,11,"Rathaus",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",17,76
2014,11,"Rathaus",1,"Kreis 1",14,"Generationenhaushalt",2,10
2014,12,"Hochschulen",1,"Kreis 1",1,"Einpersonenhaushalt",107,107
2014,12,"Hochschulen",1,"Kreis 1",4,"Zweipersonenhaushalt",37,74
2014,12,"Hochschulen",1,"Kreis 1",5,"Ehepaar ohne Kinder",22,44
2014,12,"Hochschulen",1,"Kreis 1",7,"Ein-Elternhaushalt",9,20
2014,12,"Hochschulen",1,"Kreis 1",8,"Ehepaar mit Kinder",22,78
2014,12,"Hochschulen",1,"Kreis 1",10,"Paar mit Kindern",1,3
2014,12,"Hochschulen",1,"Kreis 1",11,"Patchwork-Haushalt",1,4
2014,12,"Hochschulen",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",14,51
2014,12,"Hochschulen",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",5,22
2014,13,"Lindenhof",1,"Kreis 1",1,"Einpersonenhaushalt",357,357
2014,13,"Lindenhof",1,"Kreis 1",4,"Zweipersonenhaushalt",82,164
2014,13,"Lindenhof",1,"Kreis 1",5,"Ehepaar ohne Kinder",56,112
2014,13,"Lindenhof",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",1,2
2014,13,"Lindenhof",1,"Kreis 1",7,"Ein-Elternhaushalt",17,39
2014,13,"Lindenhof",1,"Kreis 1",8,"Ehepaar mit Kinder",29,107
2014,13,"Lindenhof",1,"Kreis 1",10,"Paar mit Kindern",7,21
2014,13,"Lindenhof",1,"Kreis 1",11,"Patchwork-Haushalt",2,7
2014,13,"Lindenhof",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",17,62
2014,13,"Lindenhof",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",9,35
2014,13,"Lindenhof",1,"Kreis 1",14,"Generationenhaushalt",2,7
2014,14,"City",1,"Kreis 1",1,"Einpersonenhaushalt",145,145
2014,14,"City",1,"Kreis 1",4,"Zweipersonenhaushalt",50,100
2014,14,"City",1,"Kreis 1",5,"Ehepaar ohne Kinder",34,68
2014,14,"City",1,"Kreis 1",6,"Eingetragenes Paar ohne Kinder",3,6
2014,14,"City",1,"Kreis 1",7,"Ein-Elternhaushalt",14,36
2014,14,"City",1,"Kreis 1",8,"Ehepaar mit Kinder",40,152
2014,14,"City",1,"Kreis 1",10,"Paar mit Kindern",7,22
2014,14,"City",1,"Kreis 1",12,"Wohngemeinschaft ohne Kinder",21,70
2014,14,"City",1,"Kreis 1",13,"Wohngemeinschaft mit Kindern",8,62
2014,14,"City",1,"Kreis 1",14,"Generationenhaushalt",1,16
2014,21,"Wollishofen",2,"Kreis 2",1,"Einpersonenhaushalt",3779,3779
2014,21,"Wollishofen",2,"Kreis 2",4,"Zweipersonenhaushalt",997,1994
2014,21,"Wollishofen",2,"Kreis 2",5,"Ehepaar ohne Kinder",1082,2164
2014,21,"Wollishofen",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",18,36
2014,21,"Wollishofen",2,"Kreis 2",7,"Ein-Elternhaushalt",447,1049
2014,21,"Wollishofen",2,"Kreis 2",8,"Ehepaar mit Kinder",1078,4071
2014,21,"Wollishofen",2,"Kreis 2",10,"Paar mit Kindern",152,540
2014,21,"Wollishofen",2,"Kreis 2",11,"Patchwork-Haushalt",38,133
2014,21,"Wollishofen",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",210,707
2014,21,"Wollishofen",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",145,691
2014,21,"Wollishofen",2,"Kreis 2",14,"Generationenhaushalt",30,161
2014,23,"Leimbach",2,"Kreis 2",1,"Einpersonenhaushalt",856,856
2014,23,"Leimbach",2,"Kreis 2",4,"Zweipersonenhaushalt",239,478
2014,23,"Leimbach",2,"Kreis 2",5,"Ehepaar ohne Kinder",412,824
2014,23,"Leimbach",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",3,6
2014,23,"Leimbach",2,"Kreis 2",7,"Ein-Elternhaushalt",132,367
2014,23,"Leimbach",2,"Kreis 2",8,"Ehepaar mit Kinder",549,2182
2014,23,"Leimbach",2,"Kreis 2",10,"Paar mit Kindern",49,174
2014,23,"Leimbach",2,"Kreis 2",11,"Patchwork-Haushalt",25,83
2014,23,"Leimbach",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",92,316
2014,23,"Leimbach",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",66,365
2014,23,"Leimbach",2,"Kreis 2",14,"Generationenhaushalt",18,103
2014,24,"Enge",2,"Kreis 2",1,"Einpersonenhaushalt",1936,1936
2014,24,"Enge",2,"Kreis 2",4,"Zweipersonenhaushalt",686,1372
2014,24,"Enge",2,"Kreis 2",5,"Ehepaar ohne Kinder",562,1124
2014,24,"Enge",2,"Kreis 2",6,"Eingetragenes Paar ohne Kinder",22,44
2014,24,"Enge",2,"Kreis 2",7,"Ein-Elternhaushalt",129,314
2014,24,"Enge",2,"Kreis 2",8,"Ehepaar mit Kinder",571,2199
2014,24,"Enge",2,"Kreis 2",9,"Eingetragenes Paar mit Kinder",1,3
2014,24,"Enge",2,"Kreis 2",10,"Paar mit Kindern",78,268
2014,24,"Enge",2,"Kreis 2",11,"Patchwork-Haushalt",19,62
2014,24,"Enge",2,"Kreis 2",12,"Wohngemeinschaft ohne Kinder",224,775
2014,24,"Enge",2,"Kreis 2",13,"Wohngemeinschaft mit Kindern",86,443
2014,24,"Enge",2,"Kreis 2",14,"Generationenhaushalt",19,106
2014,31,"Alt-Wiedikon",3,"Kreis 3",1,"Einpersonenhaushalt",4251,4251
2014,31,"Alt-Wiedikon",3,"Kreis 3",4,"Zweipersonenhaushalt",1506,3012
2014,31,"Alt-Wiedikon",3,"Kreis 3",5,"Ehepaar ohne Kinder",826,1652
2014,31,"Alt-Wiedikon",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",34,68
2014,31,"Alt-Wiedikon",3,"Kreis 3",7,"Ein-Elternhaushalt",226,514
2014,31,"Alt-Wiedikon",3,"Kreis 3",8,"Ehepaar mit Kinder",934,3593
2014,31,"Alt-Wiedikon",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",2,6
2014,31,"Alt-Wiedikon",3,"Kreis 3",10,"Paar mit Kindern",139,480
2014,31,"Alt-Wiedikon",3,"Kreis 3",11,"Patchwork-Haushalt",43,146
2014,31,"Alt-Wiedikon",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",404,1346
2014,31,"Alt-Wiedikon",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",217,1151
2014,31,"Alt-Wiedikon",3,"Kreis 3",14,"Generationenhaushalt",32,202
2014,33,"Friesenberg",3,"Kreis 3",1,"Einpersonenhaushalt",1219,1219
2014,33,"Friesenberg",3,"Kreis 3",4,"Zweipersonenhaushalt",322,644
2014,33,"Friesenberg",3,"Kreis 3",5,"Ehepaar ohne Kinder",620,1240
2014,33,"Friesenberg",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",4,8
2014,33,"Friesenberg",3,"Kreis 3",7,"Ein-Elternhaushalt",337,893
2014,33,"Friesenberg",3,"Kreis 3",8,"Ehepaar mit Kinder",1122,4564
2014,33,"Friesenberg",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",1,4
2014,33,"Friesenberg",3,"Kreis 3",10,"Paar mit Kindern",129,489
2014,33,"Friesenberg",3,"Kreis 3",11,"Patchwork-Haushalt",33,122
2014,33,"Friesenberg",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",90,289
2014,33,"Friesenberg",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",105,518
2014,33,"Friesenberg",3,"Kreis 3",14,"Generationenhaushalt",22,124
2014,34,"Sihlfeld",3,"Kreis 3",1,"Einpersonenhaushalt",5292,5292
2014,34,"Sihlfeld",3,"Kreis 3",4,"Zweipersonenhaushalt",1985,3970
2014,34,"Sihlfeld",3,"Kreis 3",5,"Ehepaar ohne Kinder",890,1780
2014,34,"Sihlfeld",3,"Kreis 3",6,"Eingetragenes Paar ohne Kinder",30,60
2014,34,"Sihlfeld",3,"Kreis 3",7,"Ein-Elternhaushalt",444,1037
2014,34,"Sihlfeld",3,"Kreis 3",8,"Ehepaar mit Kinder",1084,4166
2014,34,"Sihlfeld",3,"Kreis 3",9,"Eingetragenes Paar mit Kinder",2,6
2014,34,"Sihlfeld",3,"Kreis 3",10,"Paar mit Kindern",215,734
2014,34,"Sihlfeld",3,"Kreis 3",11,"Patchwork-Haushalt",51,164
2014,34,"Sihlfeld",3,"Kreis 3",12,"Wohngemeinschaft ohne Kinder",549,1812
2014,34,"Sihlfeld",3,"Kreis 3",13,"Wohngemeinschaft mit Kindern",207,1070
2014,34,"Sihlfeld",3,"Kreis 3",14,"Generationenhaushalt",62,365
2014,41,"Werd",4,"Kreis 4",1,"Einpersonenhaushalt",961,961
2014,41,"Werd",4,"Kreis 4",4,"Zweipersonenhaushalt",414,828
2014,41,"Werd",4,"Kreis 4",5,"Ehepaar ohne Kinder",138,276
2014,41,"Werd",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",14,28
2014,41,"Werd",4,"Kreis 4",7,"Ein-Elternhaushalt",37,88
2014,41,"Werd",4,"Kreis 4",8,"Ehepaar mit Kinder",187,818
2014,41,"Werd",4,"Kreis 4",10,"Paar mit Kindern",35,114
2014,41,"Werd",4,"Kreis 4",11,"Patchwork-Haushalt",7,26
2014,41,"Werd",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",193,676
2014,41,"Werd",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",49,285
2014,41,"Werd",4,"Kreis 4",14,"Generationenhaushalt",8,76
2014,41,"Werd",4,"Kreis 4",15,"Familien-Verbund",1,4
2014,42,"Langstrasse",4,"Kreis 4",1,"Einpersonenhaushalt",2874,2874
2014,42,"Langstrasse",4,"Kreis 4",4,"Zweipersonenhaushalt",1292,2584
2014,42,"Langstrasse",4,"Kreis 4",5,"Ehepaar ohne Kinder",356,712
2014,42,"Langstrasse",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",31,62
2014,42,"Langstrasse",4,"Kreis 4",7,"Ein-Elternhaushalt",100,233
2014,42,"Langstrasse",4,"Kreis 4",8,"Ehepaar mit Kinder",301,1077
2014,42,"Langstrasse",4,"Kreis 4",9,"Eingetragenes Paar mit Kinder",1,3
2014,42,"Langstrasse",4,"Kreis 4",10,"Paar mit Kindern",91,301
2014,42,"Langstrasse",4,"Kreis 4",11,"Patchwork-Haushalt",23,75
2014,42,"Langstrasse",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",464,1616
2014,42,"Langstrasse",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",79,392
2014,42,"Langstrasse",4,"Kreis 4",14,"Generationenhaushalt",24,132
2014,44,"Hard",4,"Kreis 4",1,"Einpersonenhaushalt",2863,2863
2014,44,"Hard",4,"Kreis 4",4,"Zweipersonenhaushalt",1104,2208
2014,44,"Hard",4,"Kreis 4",5,"Ehepaar ohne Kinder",570,1140
2014,44,"Hard",4,"Kreis 4",6,"Eingetragenes Paar ohne Kinder",13,26
2014,44,"Hard",4,"Kreis 4",7,"Ein-Elternhaushalt",333,785
2014,44,"Hard",4,"Kreis 4",8,"Ehepaar mit Kinder",781,2894
2014,44,"Hard",4,"Kreis 4",10,"Paar mit Kindern",93,327
2014,44,"Hard",4,"Kreis 4",11,"Patchwork-Haushalt",42,136
2014,44,"Hard",4,"Kreis 4",12,"Wohngemeinschaft ohne Kinder",404,1367
2014,44,"Hard",4,"Kreis 4",13,"Wohngemeinschaft mit Kindern",189,892
2014,44,"Hard",4,"Kreis 4",14,"Generationenhaushalt",42,211
2014,51,"Gewerbeschule",5,"Kreis 5",1,"Einpersonenhaushalt",2275,2275
2014,51,"Gewerbeschule",5,"Kreis 5",4,"Zweipersonenhaushalt",934,1868
2014,51,"Gewerbeschule",5,"Kreis 5",5,"Ehepaar ohne Kinder",382,764
2014,51,"Gewerbeschule",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",24,48
2014,51,"Gewerbeschule",5,"Kreis 5",7,"Ein-Elternhaushalt",155,358
2014,51,"Gewerbeschule",5,"Kreis 5",8,"Ehepaar mit Kinder",410,1537
2014,51,"Gewerbeschule",5,"Kreis 5",10,"Paar mit Kindern",117,412
2014,51,"Gewerbeschule",5,"Kreis 5",11,"Patchwork-Haushalt",16,52
2014,51,"Gewerbeschule",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",280,943
2014,51,"Gewerbeschule",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",70,338
2014,51,"Gewerbeschule",5,"Kreis 5",14,"Generationenhaushalt",41,226
2014,52,"Escher Wyss",5,"Kreis 5",1,"Einpersonenhaushalt",919,919
2014,52,"Escher Wyss",5,"Kreis 5",4,"Zweipersonenhaushalt",528,1056
2014,52,"Escher Wyss",5,"Kreis 5",5,"Ehepaar ohne Kinder",226,452
2014,52,"Escher Wyss",5,"Kreis 5",6,"Eingetragenes Paar ohne Kinder",33,66
2014,52,"Escher Wyss",5,"Kreis 5",7,"Ein-Elternhaushalt",62,153
2014,52,"Escher Wyss",5,"Kreis 5",8,"Ehepaar mit Kinder",189,676
2014,52,"Escher Wyss",5,"Kreis 5",9,"Eingetragenes Paar mit Kinder",1,3
2014,52,"Escher Wyss",5,"Kreis 5",10,"Paar mit Kindern",59,197
2014,52,"Escher Wyss",5,"Kreis 5",11,"Patchwork-Haushalt",20,64
2014,52,"Escher Wyss",5,"Kreis 5",12,"Wohngemeinschaft ohne Kinder",184,623
2014,52,"Escher Wyss",5,"Kreis 5",13,"Wohngemeinschaft mit Kindern",56,275
2014,52,"Escher Wyss",5,"Kreis 5",14,"Generationenhaushalt",8,44
2014,61,"Unterstrass",6,"Kreis 6",1,"Einpersonenhaushalt",4837,4837
2014,61,"Unterstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",1790,3580
2014,61,"Unterstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",1178,2356
2014,61,"Unterstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",35,70
2014,61,"Unterstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",496,1188
2014,61,"Unterstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",1381,5292
2014,61,"Unterstrass",6,"Kreis 6",10,"Paar mit Kindern",269,944
2014,61,"Unterstrass",6,"Kreis 6",11,"Patchwork-Haushalt",47,159
2014,61,"Unterstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",572,1943
2014,61,"Unterstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",223,1069
2014,61,"Unterstrass",6,"Kreis 6",14,"Generationenhaushalt",25,114
2014,63,"Oberstrass",6,"Kreis 6",1,"Einpersonenhaushalt",2332,2332
2014,63,"Oberstrass",6,"Kreis 6",4,"Zweipersonenhaushalt",671,1342
2014,63,"Oberstrass",6,"Kreis 6",5,"Ehepaar ohne Kinder",592,1184
2014,63,"Oberstrass",6,"Kreis 6",6,"Eingetragenes Paar ohne Kinder",13,26
2014,63,"Oberstrass",6,"Kreis 6",7,"Ein-Elternhaushalt",176,426
2014,63,"Oberstrass",6,"Kreis 6",8,"Ehepaar mit Kinder",664,2509
2014,63,"Oberstrass",6,"Kreis 6",10,"Paar mit Kindern",116,411
2014,63,"Oberstrass",6,"Kreis 6",11,"Patchwork-Haushalt",24,79
2014,63,"Oberstrass",6,"Kreis 6",12,"Wohngemeinschaft ohne Kinder",239,850
2014,63,"Oberstrass",6,"Kreis 6",13,"Wohngemeinschaft mit Kindern",121,588
2014,63,"Oberstrass",6,"Kreis 6",14,"Generationenhaushalt",15,81
2014,71,"Fluntern",7,"Kreis 7",1,"Einpersonenhaushalt",1372,1372
2014,71,"Fluntern",7,"Kreis 7",4,"Zweipersonenhaushalt",442,884
2014,71,"Fluntern",7,"Kreis 7",5,"Ehepaar ohne Kinder",577,1154
2014,71,"Fluntern",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",21,42
2014,71,"Fluntern",7,"Kreis 7",7,"Ein-Elternhaushalt",139,346
2014,71,"Fluntern",7,"Kreis 7",8,"Ehepaar mit Kinder",516,1956
2014,71,"Fluntern",7,"Kreis 7",10,"Paar mit Kindern",61,215
2014,71,"Fluntern",7,"Kreis 7",11,"Patchwork-Haushalt",20,68
2014,71,"Fluntern",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",176,619
2014,71,"Fluntern",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",102,507
2014,71,"Fluntern",7,"Kreis 7",14,"Generationenhaushalt",9,42
2014,71,"Fluntern",7,"Kreis 7",15,"Familien-Verbund",1,5
2014,72,"Hottingen",7,"Kreis 7",1,"Einpersonenhaushalt",2401,2401
2014,72,"Hottingen",7,"Kreis 7",4,"Zweipersonenhaushalt",724,1448
2014,72,"Hottingen",7,"Kreis 7",5,"Ehepaar ohne Kinder",596,1192
2014,72,"Hottingen",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",15,30
2014,72,"Hottingen",7,"Kreis 7",7,"Ein-Elternhaushalt",199,464
2014,72,"Hottingen",7,"Kreis 7",8,"Ehepaar mit Kinder",717,2684
2014,72,"Hottingen",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",2,6
2014,72,"Hottingen",7,"Kreis 7",10,"Paar mit Kindern",108,377
2014,72,"Hottingen",7,"Kreis 7",11,"Patchwork-Haushalt",16,55
2014,72,"Hottingen",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",216,736
2014,72,"Hottingen",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",152,753
2014,72,"Hottingen",7,"Kreis 7",14,"Generationenhaushalt",14,79
2014,72,"Hottingen",7,"Kreis 7",15,"Familien-Verbund",1,4
2014,73,"Hirslanden",7,"Kreis 7",1,"Einpersonenhaushalt",1631,1631
2014,73,"Hirslanden",7,"Kreis 7",4,"Zweipersonenhaushalt",524,1048
2014,73,"Hirslanden",7,"Kreis 7",5,"Ehepaar ohne Kinder",422,844
2014,73,"Hirslanden",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",15,30
2014,73,"Hirslanden",7,"Kreis 7",7,"Ein-Elternhaushalt",130,302
2014,73,"Hirslanden",7,"Kreis 7",8,"Ehepaar mit Kinder",478,1746
2014,73,"Hirslanden",7,"Kreis 7",9,"Eingetragenes Paar mit Kinder",1,3
2014,73,"Hirslanden",7,"Kreis 7",10,"Paar mit Kindern",78,285
2014,73,"Hirslanden",7,"Kreis 7",11,"Patchwork-Haushalt",24,82
2014,73,"Hirslanden",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",137,463
2014,73,"Hirslanden",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",102,493
2014,73,"Hirslanden",7,"Kreis 7",14,"Generationenhaushalt",9,50
2014,74,"Witikon",7,"Kreis 7",1,"Einpersonenhaushalt",2113,2113
2014,74,"Witikon",7,"Kreis 7",4,"Zweipersonenhaushalt",502,1004
2014,74,"Witikon",7,"Kreis 7",5,"Ehepaar ohne Kinder",912,1824
2014,74,"Witikon",7,"Kreis 7",6,"Eingetragenes Paar ohne Kinder",16,32
2014,74,"Witikon",7,"Kreis 7",7,"Ein-Elternhaushalt",237,578
2014,74,"Witikon",7,"Kreis 7",8,"Ehepaar mit Kinder",792,2982
2014,74,"Witikon",7,"Kreis 7",10,"Paar mit Kindern",70,246
2014,74,"Witikon",7,"Kreis 7",11,"Patchwork-Haushalt",15,45
2014,74,"Witikon",7,"Kreis 7",12,"Wohngemeinschaft ohne Kinder",140,468
2014,74,"Witikon",7,"Kreis 7",13,"Wohngemeinschaft mit Kindern",128,664
2014,74,"Witikon",7,"Kreis 7",14,"Generationenhaushalt",8,36
2014,81,"Seefeld",8,"Kreis 8",1,"Einpersonenhaushalt",1733,1733
2014,81,"Seefeld",8,"Kreis 8",4,"Zweipersonenhaushalt",457,914
2014,81,"Seefeld",8,"Kreis 8",5,"Ehepaar ohne Kinder",254,508
2014,81,"Seefeld",8,"Kreis 8",6,"Eingetragenes Paar ohne Kinder",13,26
2014,81,"Seefeld",8,"Kreis 8",7,"Ein-Elternhaushalt",104,239
2014,81,"Seefeld",8,"Kreis 8",8,"Ehepaar mit Kinder",203,727
2014,81,"Seefeld",8,"Kreis 8",10,"Paar mit Kindern",41,141
2014,81,"Seefeld",8,"Kreis 8",11,"Patchwork-Haushalt",16,50
2014,81,"Seefeld",8,"Kreis 8",12,"Wohngemeinschaft ohne Kinder",130,424
